Molecule Name,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value,Target Name,Comment,Action Type,Assay Description,Document Year
,O=C1NC(N[C@H]2CC[C@H](O)CC2)=N/C1=C\c1ccc2ncsc2c1,IC50,9624.0,nM,5.02,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,CO[C@H]1CCC[C@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,IC50,9933.0,nM,5.0,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,Cc1ccccc1C1=C(c2cn(CCCn3ccnc3)c3cc(Br)ccc23)C(=O)NC1=O,IC50,140.0,nM,6.85,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin) activity assessed as fluorescence intensity by ADP-Glo Kinase Assay,2023.0
,N#Cc1cccc(NC(=O)N[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc2nccc(-c3cccc(F)c3)n2)c1,IC50,2080.0,nM,5.68,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3beta using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,2021.0
,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccco2)n1,IC50,2950.0,nM,5.53,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3beta using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,2021.0
,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3OCCCC(=O)O)cc2)ccn1,IC50,860.0,nM,6.07,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human GSK-3beta using Ser/Thr 6 peptide as substrate preincubated for 60 mins followed by ATP and substrate addition and measured after 45 mins by Z'lyte assay,2021.0
,Cc1cc(Nc2ncc(C)c(N3CC4CCC(C3)N4CC#N)n2)sn1,IC50,1677.0,nM,5.78,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3B (unknown origin) incubated for 45 to 120 mins in presence of ATP by Kinase-Glo luminescent assay,2023.0
,Cc1ccc2c(c1)c(C1=C(c3ccccc3[N+](=O)[O-])C(=O)NC1=O)cn2CCCn1ccnc1,IC50,8150.0,nM,5.09,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin) activity assessed as fluorescence intensity by ADP-Glo Kinase Assay,2023.0
,O=C1NC(=O)C(c2cn(CCCn3ccnc3)c3cc(Br)ccc23)=C1c1ccccc1F,IC50,60.0,nM,7.22,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin) activity assessed as fluorescence intensity by ADP-Glo Kinase Assay,2023.0
,CC(C)(C)NC(=O)OC12CC3CC(CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C3)C1)C2,IC50,1798.0,nM,5.75,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,O=C1NC(N[C@H]2c3ccccc3C[C@@H]2O)=N/C1=C\c1ccc2ncsc2c1,IC50,429.0,nM,6.37,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,COCC(Cc1ccccc1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,IC50,4249.0,nM,5.37,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,CC(=O)N1CCc2ccc(NC3=N/C(=C\c4ccc5ncsc5c4)C(=O)N3)cc21,IC50,1831.0,nM,5.74,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,CN1CCN(c2ccc(NC3=N/C(=C\c4ccc5c(c4)OCO5)C(=O)N3)cc2)CC1,IC50,1200.0,nM,5.92,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,O=C1NC(NC2CCCCC2)=N/C1=C\c1ccc2c(c1)OCO2,IC50,8398.0,nM,5.08,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,CO[C@@H]1CCC[C@@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)C1,IC50,5750.0,nM,5.24,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)c3ccoc3)c2)[nH]1,IC50,3654.0,nM,5.44,Glycogen synthase kinase-3 beta,,,Competitive inhibition of human recombinant full length GSK3beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate preincubated with enzyme for 10 mins followed by substrate and 25 uM ATP addition measured after 60 mins by ADP-Glo luminescence assay,2019.0
,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,IC50,492.1,nM,6.31,Glycogen synthase kinase-3 beta,,,Competitive inhibition of human recombinant full length GSK3beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate preincubated with enzyme for 10 mins followed by substrate and 500 uM ATP addition measured after 60 mins by ADP-Glo luminescence assay,2019.0
,O=C1NC(NC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccc2ncoc2c1,IC50,202.0,nM,6.7,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal GST/His6-fused human full length GSK-3-beta (1 to 420 residues) expressed in Sf9 cells using RBERCHKtide and [gamma33P]ATP as substrate incubated for 60 mins by radiometric 33PanQinase assay,2023.0
,CN1CCN(S(=O)(=O)c2ccc(-c3cncc(C(=O)Nc4cccnc4)n3)cc2)CC1,Ki,370.0,nM,6.43,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,O=C1NC(=O)c2c1c1cnn(-c3ccccc3Cl)c1n1cccc21,IC50,810.0,nM,6.09,Glycogen synthase kinase-3 beta,,,Inhibition of GSK-3beta (unknown origin) using (RREGGMSRPAS(p)VDG as substrate assessed as 32P[gamma-ATP] incorporation into substrate after 15 mins by autoradiography,2013.0
,Nc1nccc(CNC(=O)c2ccc3c(c2)/C(=C/Cc2cccc(C(=O)O)c2)C(=O)N3)n1,IC50,3.0,nM,8.52,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin),2022.0
,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2ccccc21,IC50,35.0,nM,7.46,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin),2022.0
,CC(C)Oc1cccc(-c2ccc3cnc(C(=O)NCC4CCOCC4)n3c2)c1,IC50,72.0,nM,7.14,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin),2022.0
,Cc1ccc(-c2ccc3ncn(-c4ccc([S+](C)[O-])cc4)c3c2)o1,IC50,200.0,nM,6.7,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta,2009.0
GW801372X,COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(OC)c1,Ki,10.0,nM,8.0,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
,COC(=O)Nc1ccc2c(c1)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)N2,IC50,348.0,nM,6.46,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human recombinant GSK-3 beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate incubated for 60 mins in presence of ATP by luminescence based analysis,2022.0
,CC(C)c1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,IC50,750.0,nM,6.12,Glycogen synthase kinase-3 beta,,,Inhibition of human glycogen synthase kinase-3 beta,2004.0
,Brc1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,6000.0,nM,5.22,Glycogen synthase kinase-3 beta,,,"Inhibition of glycogen synthase kinase-3 beta, purified from porcine brain or expressed in and purified from insect Sf9 cells",2003.0
,Fc1cccc(CSc2nnc(-c3ccncc3)o2)c1,IC50,1400.0,nM,5.85,Glycogen synthase kinase-3 beta,,,Inhibitory concentration against human Glycogen synthase kinase-3,2002.0
,COc1cccc(-n2ncc3c(N/N=C/c4ccc(OCc5ccc(F)cc5)cc4)ncnc32)c1,IC50,2511.89,nM,5.6,Glycogen synthase kinase-3 beta,,,"Ability to inhibit 50% glycogen synthase kinase-3 beta of recombinant human, expressed as log of concentration",2004.0
,C(=N/Nc1ncnc2c1cnn2-c1ccccc1)\c1ccncc1,IC50,100.0,nM,7.0,Glycogen synthase kinase-3 beta,,,"Ability to inhibit 50% glycogen synthase kinase-3 beta of recombinant human, expressed as log of concentration",2004.0
,C=CCOc1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,IC50,158.49,nM,6.8,Glycogen synthase kinase-3 beta,,,"Ability to inhibit 50% glycogen synthase kinase-3 beta of recombinant human, expressed as log of concentration",2004.0
ENZASTAURIN,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,Kd,8.3,nM,8.08,Glycogen synthase kinase-3 beta,,,Binding constant for GSK3B kinase domain,2011.0
,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1cccc(CNC(=O)c2ccc(-c3ccncc3)cc2)c1,Ki,1995.26,nM,5.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cncc2cccc(S(=O)(=O)N3CCCNCC3C)c12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN5CCOCC5)cnc(N)c34)cc2)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1cc(Nc2nccc(Nc3cc(C4CCCCC4)no3)n2)cc(OC)c1OC,Ki,2511.89,nM,5.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NCC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,Ki,199.53,nM,6.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=c1c(NCc2cccc(C(F)(F)F)c2)c(Nc2ccncc2)c1=O,Ki,251.19,nM,6.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CN1C(=O)CC(c2ccccc2)N=C1SCc1cn(-c2ccccc2F)nn1,IC50,122.0,nM,6.91,Glycogen synthase kinase-3 beta,,,Inhibition of Glycogen synthase kinase-3 beta (unknown origin) after 30 mins by Kinase-Glo assay,2019.0
,c1ccc(Nc2ncnc3[nH]c(-c4ccccc4)nc23)cc1,IC50,16.0,nM,7.8,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2010.0
,COc1cccc(Nc2nccc(C3=CNN4C=CC=CC34)n2)c1,IC50,100.0,nM,7.0,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2008.0
,COc1ccc(-c2coc3ccc(-c4nnc(SCc5ccc(OC)c(C(F)(F)F)c5)o4)cc23)cc1,IC50,25.0,nM,7.6,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,OC1CCCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)C1,Ki,100.0,nM,7.0,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CN(c1ncnc2[nH]c3cc(Br)ccc3c12)[C@H]1CCCN(CCC#N)C1,IC50,319.0,nM,6.5,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3-beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by ADP Glo kinase assay,2022.0
,C#Cc1ccc2c(c1)[nH]c1ncnc(N(C)C3CCCN(CCC#N)C3)c12,IC50,25.12,nM,7.6,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3-beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by ADP Glo kinase assay,2022.0
,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccncc4)o3)cc2)cc1,IC50,153.0,nM,6.82,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta by FRET assay,2013.0
,O=C1Nc2ccccc2Nc2cc(-c3ccncc3)ccc21,Ki,398.11,nM,6.4,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,Ki,12.59,nM,7.9,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1,Ki,125.89,nM,6.9,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,Ki,199.53,nM,6.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCCC(=O)Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccccc3)cc12,Ki,3.162,nM,8.5,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,N#Cc1cccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)c1,IC50,29.0,nM,7.54,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta by FRET assay,2013.0
,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cn2)CC1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,C=CC(=O)N1C(=O)CC(c2ccc(C#N)cc2)Sc2ccccc21,IC50,6200.0,nM,5.21,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3beta using GS-2 peptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,2021.0
,C=CC(=O)Nc1cccc(C2=C(c3cn(C(C)C)c4ncccc34)C(=O)NC2=O)c1,IC50,34.0,nM,7.47,Glycogen synthase kinase-3 beta,,,Inhibition of Glycogen synthase kinase-3 beta (unknown origin),2019.0
,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1ccc(Cl)c(C(=O)O)c1,IC50,74.0,nM,7.13,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CSc1cc(NCc2cccnc2)n2ncc(Br)c2n1,IC50,1180.0,nM,5.93,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,CS(=O)(=O)c1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,IC50,671.0,nM,6.17,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta Z'-LYTE kinase assay kit method,2010.0
,N#Cc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,IC50,719.0,nM,6.14,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta Z'-LYTE kinase assay kit method,2010.0
ELRAGLUSIB,Cn1cc(C2=C(c3coc4ccc(F)cc34)C(=O)NC2=O)c2cc3c(cc21)OCO3,IC50,710.0,nM,6.15,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta by scintillation counting,2009.0
,COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,IC50,0.23,nM,9.64,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta by scintillation counting,2009.0
,COc1cccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc12,IC50,7.5,nM,8.12,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta by scintillation counting,2009.0
,Nc1nonc1-c1nc2ccccc2n1CC1CCC1,Ki,690.0,nM,6.16,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as decrease in NADH absorbance at 340 nm in the presence of,2009.0
,Cn1cc(C2=C(Sc3ccccc3)C(=O)NC2=O)c2ccccc21,IC50,2000.0,nM,5.7,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,CC(=O)C1=C(c2c[nH]c3ccccc23)C(=O)NC1=O,IC50,4470.0,nM,5.35,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta using prephosphorylated polypeptide substrate after 30 mins by Glow-type luminescence assay in presence of 1 uM ATP,2011.0
,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1cccc(O)c1,IC50,251.0,nM,6.6,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1n[nH]c2sc(C(=O)NCCc3ccc(Cl)cc3)cc12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CCN)c3ccccc3)cc21,IC50,41.0,nM,7.39,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta phosphorylation in human BT474 cells,2009.0
,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(O)c(Cl)c1,IC50,59.0,nM,7.23,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)c(OC)c1,IC50,2.4,nM,8.62,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(O)cc3)cc12,IC50,80.0,nM,7.1,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta by kinetic assay,2010.0
,COCCNC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,Ki,90.0,nM,7.05,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,O=C(NCC1CCCCC1)c1cc2c(-c3ccccc3)n[nH]c2s1,Ki,5011.87,nM,5.3,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,c1cnc2nc(-c3ccc4[nH]ncc4c3)c(NC3CCCCC3)n2c1,Ki,100.0,nM,7.0,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
BISARYLMALEIMIDE 2,O=C1NC(=O)C(c2cncc3ccoc23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,IC50,0.7943,nM,9.1,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) expressed in Sf9 cells using GS1 as substrate and [gamma32]ATP after 30 min by scinitllation counting,2007.0
PYRAZOLOPYRIMIDINE 2,COc1cccc(-n2ncc3c(N/N=C/c4ccc(S(C)(=O)=O)cc4)ncnc32)c1,IC50,2.512,nM,8.6,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) expressed in Sf9 cells using GS1 as substrate and [gamma32]ATP after 30 min by scinitllation counting,2007.0
,O=C1NCCc2[nH]c(-c3ccnc(Cl)c3)cc21,Ki,794.33,nM,6.1,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NC1CCCCC1Nc1nccc(Nc2ccccc2C(=O)O)n1,Ki,6309.57,nM,5.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c1ccc(Cl)cc1,Ki,3981.07,nM,5.4,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cc2nnc(SCc3cn4ccccc4n3)n2c2ccccc12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,Ki,158.49,nM,6.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=S(=O)(O)c1ccc(NCc2ccc3c(c2)OCO3)c2c(O)cccc12,Ki,630.96,nM,6.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,FC(F)(F)c1cccc(CNc2cc(-c3c[nH]c4ncccc34)ncn2)c1,Ki,100.0,nM,7.0,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CSc1cnc2c(ccc3cnccc32)c1O,Ki,125.89,nM,6.9,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,C=CCc1cccc2c(=NO)cc(-c3ccccc3)oc12,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(=NNC(=N)N)c1cc(NC(=O)c2cccc(C(=O)Nc3cc(C(C)=NNC(=N)N)cc(C(C)=NNC(=N)N)c3)c2)cc(C(C)=NNC(=N)N)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Nc1nonc1-n1nnc(C(=O)NN=Cc2cccs2)c1-c1ccccc1,Ki,1258.93,nM,5.9,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,N#Cc1ncc2nc1OCCCCCOc1cc(CCCO)c(Cl)cc1NC(=O)N2,Ki,158.49,nM,6.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=c1cc(-c2ccncc2)nc(NC2CCCCC2)[nH]1,Ki,199.53,nM,6.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1ccc(NCc2ccc(-c3ccc(F)cc3)nc2)cc1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
